user_id,total_orders,avg_days_between_orders,cluster
22656,10,10.0,2
22674,40,4.0,2
22683,26,2.0,2
22686,10,30.0,2
22703,26,7.5,2
22704,4,19.894736842105264,2
22709,21,8.0,2
22742,23,10.0,2
22743,5,13.0,2
22744,4,9.0,2
22751,4,30.0,2
22756,25,9.0,2
22761,38,5.285714285714286,2
22767,65,1.0,2
22778,50,17.419354838709676,2
22783,8,2.0,2
22789,2,2.0,2
22793,11,12.5,2
22795,5,3.0,2
22801,3,5.0,2
22802,11,5.0,2
22814,3,24.0,2
22824,71,0.0,2
22828,2,8.0,2
22829,25,8.0,2
22832,38,15.0,2
22834,1,0.0,2
22836,1,0.0,2
22842,6,0.0,2
22843,10,12.333333333333334,2
22848,23,20.0,2
22859,2,30.0,2
22860,3,17.0,2
22878,1,0.0,2
22879,2,3.0,2
22895,4,10.0,2
22899,3,10.0,2
22901,22,5.0,2
22914,20,5.0,2
22916,6,3.0,2
22917,24,4.0,2
22929,73,4.521739130434782,2
22942,4,14.0,2
22943,3,30.0,2
22948,74,3.0,2
22950,13,30.0,2
22953,6,2.0,2
22955,21,2.9166666666666665,2
22956,2,6.0,2
22958,7,13.0,2
22963,75,4.0,2
22970,23,9.0,2
22972,7,7.0,2
22982,6,7.0,2
23005,7,18.0,2
23008,3,30.0,2
23012,18,10.0,2
23015,9,2.0,2
23017,9,4.125,2
23022,16,13.0,2
23023,79,4.125,2
23032,1,0.0,2
23036,4,9.0,2
23037,2,4.0,2
23039,31,10.0,2
23048,31,15.6,2
23053,26,6.0,2
23076,29,28.0,2
23087,19,3.0,2
23091,11,5.0,2
23096,21,2.0,2
23099,22,16.0,2
23101,17,2.0,2
23111,8,22.0,2
23122,15,30.0,2
23135,15,20.0,2
23136,4,4.0,2
23137,28,15.0,2
23140,44,4.0,2
23142,14,3.0,2
23159,3,30.0,2
23160,9,16.0,2
23164,29,7.873239436619718,2
23165,16,8.681818181818182,2
23168,2,7.0,2
23170,91,1.0,2
23176,15,7.0,2
23183,5,11.0,2
23184,2,4.0,2
23190,57,12.0,2
23193,9,18.0,2
23199,20,15.0,2
23201,9,6.0,2
23202,14,5.0,2
23204,25,8.4375,2
23210,27,4.142857142857143,2
23214,6,29.0,2
23219,17,9.935483870967742,2
23224,47,4.0,2
23230,8,18.0,2
23236,2,5.0,2
23241,27,6.0,2
23242,12,3.0,2
23256,14,3.0,2
23258,25,7.0,2
23263,46,4.75,2
23264,30,5.0,2
23265,14,16.636363636363637,2
23271,8,18.0,2
23275,7,4.0,2
23280,37,2.0,2
23288,1,0.0,2
23293,7,28.0,2
23296,34,8.0,2
23297,70,12.473684210526315,2
23301,43,8.5,2
23309,4,30.0,2
23319,27,10.741379310344827,2
23324,9,11.0,2
23327,12,2.0,2
23332,8,12.0,2
23341,34,13.981481481481481,2
23344,8,11.0,2
23346,28,5.0,2
23353,13,18.29032258064516,2
23364,9,30.0,2
23365,7,6.0,2
23369,20,11.181818181818182,2
23373,2,30.0,2
23383,23,1.0,2
23387,39,13.285714285714286,2
23389,47,8.0,2
23391,19,7.0,2
23400,5,23.0,2
23401,18,1.0,2
23425,13,4.0,2
23428,23,7.0,2
23429,16,8.0,2
23434,4,6.0,2
23451,2,30.0,2
23456,3,23.0,2
23461,6,5.0,2
23480,14,14.0,2
23485,2,2.0,2
23490,2,4.0,2
23495,25,11.0,2
23503,2,7.0,2
23507,5,17.0,2
23509,4,14.0,2
23516,11,13.0,2
23537,11,7.666666666666667,2
23539,30,4.388888888888889,2
23545,10,4.0,2
23548,43,7.0,2
23550,1,0.0,2
23555,2,30.0,2
23556,20,8.0,2
23559,3,6.0,2
23568,6,3.0,2
23571,2,28.0,2
23575,9,4.0,2
23577,8,5.0,2
23581,1,0.0,2
23582,2,2.0,2
23587,1,0.0,2
23588,56,4.4,2
23608,1,0.0,2
23611,35,3.0,2
23612,20,5.0,2
23614,30,10.0,2
23616,14,5.466666666666667,2
23618,75,1.4444444444444444,2
23622,2,30.0,2
23629,9,6.0,2
23633,5,30.0,2
23640,2,12.0,2
23642,19,10.0,2
23644,40,1.2692307692307692,2
23651,2,13.0,2
23664,1,0.0,2
23691,2,9.0,2
23698,15,2.0,2
23702,4,26.0,2
23703,4,5.0,2
23705,18,4.0,2
23711,22,6.2105263157894735,2
23714,18,12.0,2
23722,16,25.6,2
23733,8,3.0,2
23735,7,18.0,2
23737,4,30.0,2
23744,36,1.0,2
23754,4,30.0,2
23764,76,2.0,2
23768,31,7.0,2
23769,10,14.0,2
23770,1,0.0,2
23777,5,20.5,2
23783,38,5.0,2
23787,6,30.0,2
23789,6,6.0,2
23792,1,0.0,2
23795,26,2.739130434782609,2
23797,5,8.0,2
23798,4,6.0,2
23811,1,0.0,2
23819,2,16.0,2
23832,25,4.0,2
23834,6,8.0,2
23838,5,30.0,2
23840,13,5.0,2
23853,28,5.0,2
23855,4,17.0,2
23862,5,14.0,2
23863,46,4.384615384615385,2
23867,3,23.0,2
23868,11,10.0,2
23875,4,30.0,2
23877,4,22.0,2
23891,8,8.0,2
23899,11,27.0,2
23900,5,25.0,2
23909,3,23.0,2
23927,13,16.0,2
23931,7,27.0,2
23933,14,3.0,2
23935,1,0.0,2
23938,2,30.0,2
23941,27,8.0,2
23943,4,16.0,2
23946,21,1.0,2
23947,3,30.0,2
23962,23,8.0,2
23963,46,6.0,2
23974,2,30.0,2
23980,3,3.0,2
23982,35,5.2,2
23985,66,6.962962962962963,2
23986,46,8.0,2
23988,8,4.0,2
23991,7,8.0,2
24008,8,4.0,2
24019,35,2.0,2
24020,6,4.863636363636363,2
24022,6,12.0,2
24036,48,4.333333333333333,2
24037,52,3.8,2
24042,4,10.0,2
24047,4,25.0,2
24057,4,2.0,2
24058,8,14.0,2
24074,23,9.0,2
24077,10,14.0,2
24087,13,10.0,2
24089,10,16.0,2
24091,12,0.0,2
24096,66,4.955223880597015,2
24098,8,18.0,2
24101,6,19.384615384615383,2
24103,12,17.0,2
24116,20,28.0,2
24117,2,9.0,2
24135,25,4.0,2
24137,54,4.609756097560975,2
24141,10,30.0,2
24144,9,5.142857142857143,2
24146,37,7.0,2
24149,16,8.0,2
24157,3,3.0,2
24158,21,7.714285714285714,2
24161,1,0.0,2
24167,1,0.0,2
24168,20,16.0,2
24169,13,0.0,2
24174,6,30.0,2
24179,44,4.0,2
24190,12,5.0,2
24191,45,11.538461538461538,2
24196,1,0.0,2
24198,14,15.0,2
24199,3,10.0,2
24206,53,1.0,2
24207,5,6.0,2
24215,12,20.857142857142858,2
24220,6,16.0,2
24223,2,6.0,2
24227,6,20.0,2
24250,2,8.0,2
24251,6,19.0,2
24254,5,1.0,2
24281,5,29.0,2
24283,85,6.0,2
24287,6,29.0,2
24289,3,7.0,2
24292,7,7.0,2
24294,11,2.0,2
24298,40,11.0,2
24309,3,7.0,2
24311,1,0.0,2
24312,21,4.0,2
24314,39,6.4,2
24319,22,5.555555555555555,2
24324,25,30.0,2
24326,14,3.0,2
24336,6,2.0,2
24339,2,30.0,2
24340,55,4.96,2
24352,2,7.0,2
24356,7,24.0,2
24357,2,30.0,2
24362,13,2.0,2
24365,17,6.714285714285714,2
24366,8,8.0,2
24368,6,15.0,2
24369,5,30.0,2
24384,6,30.0,2
24391,58,1.0,2
24395,16,6.0,2
24401,1,0.0,2
24408,3,6.0,2
24410,2,15.0,2
24415,6,21.0,2
24418,2,11.0,2
24436,4,4.0,2
24439,38,7.0,2
24444,4,3.0,2
24445,7,14.0,2
24447,14,12.0,2
24456,27,5.125,2
24459,36,3.896551724137931,2
24470,18,30.0,2
24482,16,9.0,2
24488,27,7.0,2
24503,34,13.0,2
24505,19,3.0,2
24506,9,30.0,2
24526,33,4.0,2
24530,40,3.0,2
24531,86,2.8461538461538463,2
24537,2,30.0,2
24541,26,19.0,2
24562,11,2.4,2
24563,11,14.0,2
24576,5,12.0,2
24578,4,6.0,2
24580,6,5.0,2
24586,5,4.0,2
24587,43,4.423076923076923,2
24590,5,30.0,2
24592,21,7.0,2
24609,97,4.761904761904762,2
24612,4,4.0,2
24618,10,11.0,2
24621,35,5.0,2
24631,35,6.782608695652174,2
24632,4,30.0,2
24643,41,4.178571428571429,2
24651,4,6.0,2
24655,30,7.0,2
24658,3,3.0,2
24664,2,8.0,2
24665,5,30.0,2
24672,5,21.0,2
24681,14,12.0,2
24685,6,30.0,2
24704,20,7.0,2
24706,42,4.0,2
24711,1,0.0,2
24713,4,5.0,2
24714,25,14.5,2
24716,5,6.0,2
24718,24,17.0,2
24719,26,2.0,2
24721,31,27.0,2
24728,32,8.0,2
24736,2,7.0,2
24738,7,4.0,2
24742,34,14.88888888888889,2
24762,19,30.0,2
24763,3,8.0,2
24766,42,3.3684210526315788,2
24773,7,13.0,2
24777,45,29.0,2
24792,5,6.0,2
24799,19,6.0,2
24801,6,10.0,2
24806,10,6.0,2
24809,2,21.0,2
24815,2,7.0,2
24827,57,2.125,2
24829,3,16.0,2
24831,1,0.0,2
24833,3,8.0,2
24835,4,10.0,2
24844,20,3.0,2
24845,8,30.0,2
24847,4,20.0,2
24849,10,15.694444444444445,2
24854,24,6.0,2
24856,1,0.0,2
24858,10,18.0,2
24865,8,9.0,2
24868,9,7.0,2
24870,1,0.0,2
24881,23,7.0,2
24887,4,27.0,2
24898,56,4.0,2
24902,14,9.0,2
24903,8,14.0,2
24908,67,2.263157894736842,2
24914,9,6.0,2
24918,1,0.0,2
24928,6,2.0,2
24929,4,4.0,2
24933,7,11.0,2
24936,13,5.9411764705882355,2
24938,5,8.0,2
24940,11,3.0,2
24947,6,7.0,2
24955,8,10.0,2
24969,4,5.0,2
24971,2,5.0,2
24978,4,5.0,2
24983,3,9.0,2
24986,5,24.0,2
24995,3,5.0,2
24996,13,6.0,2
25001,16,12.0,2
25007,4,26.0,2
25008,8,5.642857142857143,2
25013,13,30.0,2
25024,10,17.0,2
25025,12,29.0,2
25041,22,7.0,2
25047,1,0.0,2
25048,14,23.0,2
25049,12,3.0,2
25051,2,9.0,2
25055,5,23.7,2
25059,1,0.0,2
25077,15,6.0,2
25080,7,13.454545454545455,2
25082,29,9.272727272727273,2
25087,12,10.0,2
25090,42,7.0,2
25096,28,9.210526315789474,2
25099,16,7.0,2
25107,6,5.333333333333333,2
25116,47,7.0,2
25126,16,11.0,2
25129,7,6.0,2
25132,86,3.05,2
25133,9,4.0,2
25137,11,13.714285714285714,2
25143,4,20.0,2
25149,15,16.775510204081634,2
25159,20,6.0,2
25160,2,30.0,2
25167,12,5.0,2
25175,36,8.0,2
25176,1,0.0,2
25183,4,14.0,2
25186,24,2.0,2
25192,2,7.0,2
25193,16,5.333333333333333,2
25195,2,13.0,2
25205,34,2.0,2
25208,1,0.0,2
25220,38,1.0,2
25235,4,25.0,2
25236,68,0.6,2
25240,5,27.0,2
25242,52,3.0,2
25244,37,8.0,2
25245,20,13.0625,2
25256,10,2.0,2
25257,14,20.0,2
25260,13,19.0,2
25262,5,1.0,2
25263,16,2.0,2
25265,6,4.0,2
25268,15,7.0,2
25272,9,5.0,2
25275,67,3.0,2
25276,20,1.0,2
25283,23,23.0,2
25284,75,4.470588235294118,2
25285,14,12.0,2
25289,9,9.0,2
25295,30,6.105263157894737,2
25302,3,5.0,2
25306,35,4.0,2
25308,7,30.0,2
25316,5,30.0,2
25318,41,3.1538461538461537,2
25322,20,5.0,2
25328,2,2.0,2
25337,4,15.0,2
25345,1,0.0,2
25347,49,2.0,2
25366,36,6.454545454545454,2
25374,7,2.0,2
25383,3,8.0,2
25384,30,4.0,2
25393,8,30.0,2
25394,38,7.0,2
25396,8,21.0,2
25406,26,8.214285714285714,2
25407,1,0.0,2
25410,23,3.0,2
25412,40,3.0,2
25414,67,4.333333333333333,2
25415,10,6.0,2
25416,92,4.6923076923076925,2
25419,17,7.0,2
25431,2,30.0,2
25440,16,7.458333333333333,2
25445,4,19.0,2
25454,14,16.0,2
25458,39,5.428571428571429,2
25459,6,28.0,2
25461,3,16.0,2
25462,44,5.276315789473684,2
25466,12,2.0,2
25471,2,13.0,2
25472,18,8.857142857142858,2
25476,31,6.0,2
25478,29,20.0,2
25480,51,1.0,2
25487,13,6.0,2
25494,13,15.0,2
25499,12,22.875,2
25502,2,7.0,2
25504,23,13.0,2
25508,36,0.0,2
25513,2,2.0,2
25514,12,7.0,2
25515,2,7.0,2
25516,4,15.0,2
25520,4,14.0,2
25521,4,21.0,2
25526,27,6.0,2
25533,58,7.0,2
25535,6,2.0,2
25543,8,4.0,2
25545,4,7.0,2
25549,8,12.12,2
25553,10,10.863636363636363,2
25559,33,0.0,2
25562,50,3.0,2
25564,11,11.0,2
25565,6,30.0,2
25568,71,5.0,2
25584,11,6.6,2
25587,3,8.0,2
25589,11,14.0,2
25593,18,19.0,2
25599,9,7.714285714285714,2
25608,3,6.0,2
25611,1,0.0,2
25625,33,8.580645161290322,2
25626,15,1.0,2
25638,15,1.0,2
25639,3,17.0,2
25651,7,30.0,2
25652,22,5.56,2
25658,4,14.0,2
25659,4,7.0,2
25662,15,8.0,2
25664,6,30.0,2
25675,5,30.0,2
25681,5,30.0,2
25684,4,0.0,2
25690,11,3.0,2
25706,24,20.404255319148938,2
25707,1,0.0,2
25716,4,30.0,2
25730,3,8.0,2
25734,5,11.0,2
25743,11,30.0,2
25746,4,5.0,2
25747,11,3.0,2
25750,20,16.0,2
25755,12,19.3125,2
25773,1,0.0,2
25775,1,0.0,2
25777,11,8.0,2
25779,4,30.0,2
25788,1,0.0,2
25796,4,26.0,2
25797,4,4.0,2
25802,4,14.0,2
25806,17,4.0,2
25809,40,7.0,2
25811,9,8.0,2
25812,64,5.0,2
25813,2,5.0,2
25818,13,6.0,2
25823,5,14.0,2
25831,16,8.0,2
25833,6,6.0,2
25835,6,8.0,2
25841,22,8.882352941176471,2
25864,9,22.0,2
25868,6,21.0,2
25870,32,6.0,2
25873,27,7.0,2
25876,64,3.0,2
25879,35,8.0,2
25884,16,5.421052631578948,2
25886,46,7.0,2
25890,7,26.0,2
25897,1,0.0,2
25900,10,14.0,2
25901,7,6.0,2
25911,34,7.0,2
25913,22,17.0,2
25915,5,8.1875,2
25922,5,16.0,2
25929,14,10.0,2
25935,15,7.0,2
25937,2,8.0,2
25944,6,2.3421052631578947,2
25954,1,0.0,2
25956,42,3.0,2
25968,5,30.0,2
25971,3,14.0,2
25972,15,10.5,2
25980,22,4.583333333333333,2
25986,3,30.0,2
25997,7,7.0,2
26000,9,7.0,2
26003,8,15.0,2
26004,13,30.0,2
26009,35,6.0344827586206895,2
26030,38,8.0,2
26033,4,5.0,2
26041,15,7.0,2
26045,1,0.0,2
26046,5,28.0,2
26047,2,0.0,2
26048,62,23.77777777777778,2
26054,1,0.0,2
26056,1,0.0,2
26062,5,13.0,2
26069,53,10.0,2
26070,18,30.0,2
26074,26,4.0,2
26075,26,6.0,2
26076,20,1.0,2
26086,79,2.3636363636363638,2
26092,93,2.0,2
26101,32,6.0,2
26114,10,8.0,2
26121,1,0.0,2
26123,15,5.0,2
26125,7,7.0,2
26130,19,9.0,2
26138,6,15.0,2
26143,4,2.0,2
26146,32,15.0,2
26148,14,25.0,2
26152,3,2.0,2
26158,14,21.0,2
26163,21,12.0,2
26173,12,0.0,2
26175,11,12.0,2
26178,5,7.0,2
26185,10,10.0,2
26190,8,8.0,2
26197,3,30.0,2
26199,34,3.0,2
26208,7,15.0,2
26209,10,30.0,2
26217,40,7.0,2
26225,7,21.0,2
26231,2,23.0,2
26232,12,5.0,2
26245,1,0.0,2
26247,2,4.0,2
26250,51,3.0,2
26272,10,11.0,2
26276,10,8.0,2
26279,7,22.0,2
26280,7,7.457142857142857,2
26293,15,8.142857142857142,2
26299,2,4.0,2
26312,20,5.0,2
26313,23,14.0,2
26324,1,0.0,2
26334,7,17.0,2
26336,4,15.0,2
26337,30,4.0,2
26346,2,30.0,2
26363,45,1.0,2
26366,2,7.0,2
26383,5,12.0,2
26388,35,4.933333333333334,2
26396,8,7.0,2
26399,17,0.7777777777777778,2
26406,9,6.0,2
26408,9,30.0,2
26414,31,3.0,2
26418,11,8.333333333333334,2
26428,41,6.769230769230769,2
26431,7,3.3666666666666667,2
26440,27,7.0,2
26455,30,6.642857142857143,2
26458,20,21.0,2
26462,9,30.0,2
26463,1,0.0,2
26464,10,11.0,2
26465,7,7.0,2
26471,37,11.652173913043478,2
26478,11,3.0,2
26480,2,12.0,2
26484,1,0.0,2
26488,1,0.0,2
26489,93,2.4,2
26492,2,30.0,2
26500,5,30.0,2
26508,22,15.0,2
26518,6,24.0,2
26520,2,6.0,2
26521,5,14.0,2
26530,7,30.0,2
26533,6,6.0,2
26539,20,1.0,2
26541,3,25.0,2
26546,19,2.0,2
26547,2,1.0,2
26551,2,14.0,2
26554,45,4.787878787878788,2
26559,16,14.0,2
26565,13,18.1,2
26570,39,12.0,2
26573,3,23.0,2
26576,13,1.0,2
26578,17,14.0,2
26582,4,30.0,2
26589,18,13.947368421052632,2
26592,35,4.45,2
26601,3,30.0,2
26602,32,23.0,2
26603,18,1.0,2
26609,1,0.0,2
26614,16,6.857142857142857,2
26616,13,16.0,2
26626,14,11.0,2
26627,18,9.0,2
26640,2,30.0,2
26652,1,0.0,2
26654,17,1.0,2
26659,15,30.0,2
26660,6,9.0,2
26670,4,7.0,2
26686,61,1.1111111111111112,2
26694,7,19.0,2
26695,19,5.942857142857143,2
26700,5,7.0,2
26702,15,3.0,2
26708,54,7.0,2
26711,1,0.0,2
26712,9,1.0,2
26715,86,0.0,2
26729,14,14.347826086956522,2
26735,34,6.647058823529412,2
26739,21,8.842105263157896,2
26749,12,9.0,2
26755,12,16.0,2
26756,4,30.0,2
26761,1,0.0,2
26763,12,4.0,2
26765,17,9.0,2
26768,5,12.0,2
26783,6,8.0,2
26789,18,30.0,2
26803,6,16.0,2
26804,1,0.0,2
26817,2,14.0,2
26821,4,20.0,2
26829,4,16.0,2
26834,22,8.0,2
26835,9,14.0,2
26838,29,5.0,2
26844,5,30.0,2
26849,9,8.0,2
26850,4,4.0,2
26859,32,0.0,2
26870,22,11.46875,2
26871,2,30.0,2
26878,17,17.0,2
26879,1,0.0,2
26884,53,3.0,2
26897,32,8.0,2
26898,27,7.0,2
26899,23,9.714285714285714,2
26901,7,7.0,2
26911,8,30.0,2
26912,5,3.0,2
26913,8,6.0,2
26917,5,30.0,2
26925,2,12.0,2
26928,3,17.0,2
26934,32,6.0,2
26939,16,5.0,2
26951,2,9.0,2
26954,6,16.0,2
26959,3,16.0,2
26962,24,8.644444444444444,2
26968,18,6.0,2
26969,31,19.317460317460316,2
26975,8,6.0,2
26976,3,6.0,2
26980,5,30.0,2
26986,83,6.333333333333333,2
26988,99,3.0,2
26991,10,4.0,2
26993,40,8.421052631578947,2
26995,3,5.0,2
26999,5,9.904761904761905,2
27006,24,6.65625,2
27014,2,30.0,2
27021,4,25.0,2
27029,11,3.0,2
27030,9,9.0,2
27031,4,3.0,2
27034,2,21.0,2
27036,67,6.0,2
27037,23,5.0,2
27041,17,30.0,2
27042,15,4.565217391304348,2
27047,35,3.0,2
27055,5,7.0,2
27056,13,9.0,2
27057,8,26.666666666666668,2
27072,13,9.0,2
27073,3,30.0,2
27074,5,30.0,2
27091,4,5.0,2
27092,5,8.0,2
27099,11,17.0,2
27108,35,7.0,2
27114,1,0.0,2
27122,46,4.0,2
27124,2,13.0,2
27126,15,14.0,2
27127,5,2.0,2
27129,6,25.0,2
27131,4,9.0,2
27134,1,0.0,2
27142,7,7.0,2
27144,18,8.0,2
27148,1,0.0,2
27151,32,4.0,2
27156,12,14.0,2
27159,7,1.0,2
27160,2,30.0,2
27169,15,30.0,2
27170,78,1.0,2
27173,6,9.0,2
27174,15,14.0,2
27176,6,9.0,2
27186,9,16.0,2
27205,48,2.5,2
27208,33,1.0,2
27219,9,24.0,2
27228,3,5.0,2
27233,6,2.3658536585365852,2
27251,1,0.0,2
27258,30,4.0,2
27262,18,7.454545454545454,2
27273,4,6.0,2
27294,5,6.0,2
27299,25,2.0,2
27300,11,9.076923076923077,2
27303,35,4.956521739130435,2
27305,12,24.0,2
27308,6,6.0,2
27311,5,8.0,2
27317,9,15.0,2
27320,4,21.0,2
27328,16,5.666666666666667,2
27329,8,7.0,2
27340,10,5.0,2
27344,25,14.0,2
27347,6,2.0,2
27348,14,8.0,2
27353,69,1.375,2
27358,1,0.0,2
27360,10,4.0,2
27376,10,25.0,2
27382,4,21.0,2
27388,2,5.0,2
27394,8,7.0,2
27404,9,22.0,2
27407,10,17.0,2
27410,1,0.0,2
27414,46,7.0,2
27429,23,7.0,2
27430,88,3.0,2
27432,3,30.0,2
27445,12,5.0,2
27450,15,16.0,2
27452,3,30.0,2
27461,13,30.0,2
27466,25,7.571428571428571,2
27476,39,6.130434782608695,2
27478,18,2.5555555555555554,2
27482,11,6.0,2
27489,6,11.0,2
27493,25,3.5,2
27497,2,30.0,2
27504,5,14.0,2
27511,23,12.0,2
27518,9,7.0,2
27521,7,9.0,2
27531,2,8.0,2
27532,9,14.0,2
27536,78,3.2857142857142856,2
27545,11,0.0,2
27547,29,30.0,2
27549,1,0.0,2
27557,8,22.851063829787233,2
27561,8,2.0,2
27563,4,30.0,2
27565,9,19.0,2
27571,13,29.0,2
27572,29,8.0,2
27575,13,4.0,2
27581,33,2.0,2
27582,29,8.736842105263158,2
27584,61,3.0,2
27588,42,2.0,2
27589,7,14.0,2
27604,3,14.0,2
27608,68,1.3333333333333333,2
27609,19,14.0,2
27617,10,5.0,2
27630,3,14.0,2
27631,29,6.0,2
27633,26,8.151515151515152,2
27636,3,6.0,2
27639,16,3.0,2
27641,13,24.0,2
27647,23,4.75,2
27655,8,1.0,2
27670,18,18.0,2
27676,22,7.0,2
27679,79,1.25,2
27689,9,22.272727272727273,2
27692,1,0.0,2
27695,7,14.0,2
27699,15,6.0,2
27714,4,13.0,2
27715,8,9.0,2
27724,10,8.0,2
27731,4,30.0,2
27732,3,7.0,2
27748,5,8.0,2
27749,3,13.0,2
27750,1,0.0,2
27752,10,2.0,2
27755,27,7.0,2
27759,10,30.0,2
27762,16,6.0,2
27769,3,13.0,2
27773,1,0.0,2
27774,24,7.875,2
27788,6,6.0,2
27789,27,2.0,2
27795,16,11.0,2
27797,16,9.727272727272727,2
27800,7,30.0,2
27803,9,3.0,2
27804,16,23.0,2
27806,24,16.0,2
27809,22,9.0,2
27815,13,14.0,2
27821,11,6.0,2
27827,2,4.0,2
27829,11,7.894736842105263,2
27833,1,0.0,2
27838,4,8.0,2
27846,1,0.0,2
27853,30,7.0,2
27854,6,4.0,2
27860,25,18.0,2
27862,56,1.0,2
27864,7,12.0,2
27868,17,6.0,2
27875,4,11.0,2
27878,19,6.0,2
27879,7,15.0,2
27881,6,30.0,2
27884,17,9.285714285714286,2
27899,18,7.0,2
27900,37,8.428571428571429,2
27907,87,2.533333333333333,2
27914,9,7.0,2
27917,56,3.0,2
27923,13,30.0,2
27932,1,0.0,2
27951,4,8.0,2
27952,11,7.0,2
27959,65,11.648148148148149,2
27965,7,2.0,2
27969,40,7.0,2
27972,6,7.0,2
27975,11,30.0,2
27977,7,5.333333333333333,2
27993,46,8.0,2
27997,1,0.0,2
28000,11,0.0,2
28002,7,7.0,2
28017,10,1.0,2
28021,17,7.0,2
28042,12,30.0,2
28065,11,5.833333333333333,2
28087,84,5.756756756756757,2
28112,5,8.0,2
28118,13,3.0,2
28126,15,6.0,2
28130,4,20.0,2
28132,43,0.0,2
28142,16,17.0,2
28155,1,0.0,2
28159,45,2.0,2
28191,15,1.0,2
28197,12,30.0,2
28200,4,30.0,2
28201,29,17.0,2
28206,39,7.0,2
28213,8,26.0,2
28218,23,1.5,2
28227,6,28.0,2
28238,86,4.0,2
28243,37,5.0,2
28252,11,5.0,2
28256,15,5.0,2
28260,19,18.434782608695652,2
28266,31,30.0,2
28268,59,8.470588235294118,2
28270,10,5.0,2
28280,2,1.0,2
28281,52,4.538461538461538,2
28283,23,17.0,2
28284,50,4.0,2
28285,2,6.0,2
28308,2,5.0,2
28309,2,9.0,2
28318,14,6.0,2
28325,2,15.0,2
28336,2,13.0,2
28337,6,19.0,2
28349,3,13.0,2
28357,1,0.0,2
28374,13,9.0,2
28378,41,4.0,2
28385,9,11.0,2
28391,9,4.0,2
28400,35,6.0,2
28404,44,17.0,2
28405,34,9.0,2
28414,12,10.0,2
28417,2,2.0,2
28427,47,10.53125,2
28434,42,7.0,2
28448,3,3.0,2
28449,15,9.666666666666666,2
28452,3,25.0,2
28462,1,0.0,2
28463,1,0.0,2
28464,8,1.0,2
28466,16,10.384615384615385,2
28467,3,15.0,2
28470,43,3.0,2
28476,93,5.0,2
28478,53,2.0,2
28479,16,18.0,2
28486,37,5.0,2
28488,11,18.0,2
28497,15,4.0,2
28499,6,6.0,2
28504,5,7.0,2
28507,14,10.0,2
28509,16,13.0,2
28510,4,4.0,2
28520,22,3.0,2
28525,22,5.0,2
28527,8,8.0,2
28543,29,20.22222222222222,2
28544,14,6.0,2
28545,27,12.0,2
28555,15,5.0,2
28556,11,5.0,2
28562,11,30.0,2
28565,16,18.0,2
28582,3,14.0,2
28584,44,7.0,2
28585,1,0.0,2
28598,1,0.0,2
28607,4,11.0,2
28609,15,25.372093023255815,2
28612,15,8.0,2
28626,11,8.217391304347826,2
28627,9,14.666666666666666,2
28635,7,7.0,2
28640,15,2.0,2
28644,66,6.0,2
28650,9,7.0,2
28657,3,18.0,2
28665,23,8.0,2
28669,2,30.0,2
28673,12,9.0,2
28678,1,0.0,2
28680,7,7.0,2
28681,49,5.0,2
28685,59,3.0,2
28688,29,6.0,2
28691,6,30.0,2
28700,21,3.0,2
28705,20,7.0,2
28718,1,0.0,2
28720,8,5.0,2
28734,12,3.0,2
28735,31,5.0,2
28743,31,19.0,2
28745,71,5.5,2
28756,26,3.0,2
28757,18,30.0,2
28759,8,30.0,2
28769,5,9.0,2
28775,61,2.1538461538461537,2
28779,3,30.0,2
28783,8,20.0,2
28786,8,14.0,2
28789,1,0.0,2
28796,43,4.142857142857143,2
28797,4,29.0,2
28801,6,13.0,2
28806,3,16.0,2
28810,3,30.0,2
28812,44,5.0,2
28815,5,4.0,2
28818,15,14.88888888888889,2
28824,1,0.0,2
28826,15,13.0,2
28827,4,2.0,2
28830,21,10.0,2
28831,73,4.538461538461538,2
28833,17,15.0,2
28835,17,16.58823529411765,2
28836,1,0.0,2
28842,9,8.0,2
28845,2,7.0,2
28847,6,6.0,2
28850,13,7.0,2
28858,26,3.5714285714285716,2
28874,1,0.0,2
28875,50,30.0,2
28881,38,6.0,2
28883,21,19.285714285714285,2
28885,5,17.0,2
28887,5,30.0,2
28895,5,30.0,2
28903,4,14.0,2
28906,3,8.0,2
28915,10,12.615384615384615,2
28917,16,7.0,2
28927,60,1.0,2
28928,29,13.05,2
28932,7,21.0,2
28943,2,30.0,2
28960,1,0.0,2
28998,4,30.0,2
28999,11,2.0,2
29002,2,11.0,2
29021,11,8.0,2
29026,4,6.0,2
29032,44,7.222222222222222,2
29039,4,30.0,2
29040,22,8.0,2
29041,63,3.4166666666666665,2
29048,6,25.333333333333332,2
29052,3,7.0,2
29055,1,0.0,2
29061,31,11.0,2
29064,21,11.0,2
29065,14,8.0,2
29067,26,7.0,2
29068,1,0.0,2
29077,24,2.0,2
29091,2,30.0,2
29093,3,12.0,2
29096,7,11.923076923076923,2
29098,35,26.0,2
29103,26,13.64,2
29119,5,30.0,2
29120,3,12.0,2
29125,23,5.0,2
29127,1,0.0,2
29133,12,16.0,2
29134,3,14.0,2
29136,12,30.0,2
29147,11,3.0,2
29148,12,6.0,2
29154,5,9.0,2
29160,30,7.0,2
29163,11,1.0,2
29175,2,6.0,2
29176,26,2.0,2
29182,4,13.0,2
29188,11,25.0,2
